Customer_ID
11
8256
177
8427
8433
8612
8633
8720
618
8854
692
9079
885
1072
9286
9287
9366
9591
9620
1459
9674
9753
9819
1629
1884
10093
10091
10139
10141
10142
10183
2192
2301
2338
2339
2429
2432
2446
2509
2510
2697
2712
2948
3040
3049
3077
3182
3284
11497
3326
11560
11561
3404
3457
3458
3459
3529
3533
3694
3710
11949
3795
12123
12124
3986
4271
4283
4560
4567
4936
5104
5170
5247
5316
5866
5918
5919
6130
6309
6378
6381
6399
6465
6717
6773
6808
6832
6925
9541
7083
7281
7303
7480
7715
7996
8003
8004
8006
