Customer_ID
28
9775
79
148
168
178
179
8376
209
8433
240
267
413
429
8672
8678
506
507
524
8719
567
568
11519
617
729
9010
9067
936
9152
9178
9205
1030
1072
1216
1217
1218
9484
9622
1460
1461
1583
1653
9896
9905
1717
1763
1795
9992
1944
10137
10186
10200
2057
2071
2073
2100
10425
10434
2259
10453
10463
2318
2339
10530
10573
10600
2431
2452
10682
2495
2507
2508
10806
10809
2640
2641
2642
10897
2724
2929
11140
2947
3088
3106
11371
3192
3221
3269
3357
3358
3404
11637
11638
3457
3462
3531
3532
3560
11878
11882
3698
3712
3758
3781
12003
3837
3883
12097
12163
3982
3997
3999
4116
4144
4336
4488
4492
4493
4552
4559
4568
4655
4676
4794
4896
4897
4936
5050
5052
5068
5118
5119
5179
5289
5406
5588
5620
5654
5672
5744
5760
5834
6005
6006
6044
6239
6393
6448
6516
6518
6519
6534
6573
6597
6598
7096
7161
7164
7241
7828
7981
7996
8017
8054
