Customer_ID
9776
8257
160
175
239
8468
8590
402
8650
8692
8720
548
641
654
8958
8966
8968
917
1014
1015
9288
1161
9372
9380
9442
9501
9554
9593
9662
9821
1702
1714
1760
10007
1879
1880
10139
2047
2272
2390
10626
10628
2456
10681
10729
2549
3777
2681
2709
10929
11032
11097
11098
11099
11143
11146
2985
11225
11282
3130
3238
3282
3283
11517
3343
3344
11556
11586
11587
11660
11686
11867
3698
3711
11946
3784
11989
3805
3818
3828
3882
12072
3888
12125
12192
12194
12195
4259
4343
4346
4868
4869
4940
4980
5142
5170
5264
5390
5408
5412
5452
5497
5533
5555
5591
5818
5879
5897
5967
6241
6278
6327
6584
6724
6778
6820
6877
6880
6899
6968
7261
7280
7628
7879
7979
8101
8170
